name,joindate,current_ts,statement_ts
38cc1f79e9,2018-10-28T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
7a988df21f,2018-06-20T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
c095c1b257,2019-11-12T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
3182c0af05,2019-08-06T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
25e7cd6d5d,2019-04-29T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
e79606b8e1,2018-11-20T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
18ccced8cf,2018-07-03T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
b6b4f93bcd,2018-12-28T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
586a5b88cb,2018-04-30T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
d469f041c1,2019-02-27T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
32a5eb1c91,2018-01-03T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
686fbd6b68,2018-06-04T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
a26c80976e,2019-11-07T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
442bdc18bb,2018-07-15T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
5290a98095,2018-06-21T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
8736f439f5,2019-10-12T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
90be0e0556,2019-02-21T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
21f8a8bec4,2019-04-11T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
8c916f8c2e,2018-06-10T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
a1dc1f11f6,2019-07-01T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
cc24695bed,2019-11-07T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
e925c0160f,2019-04-29T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
05e2638e13,2019-09-30T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
ff9285c14f,2019-04-21T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
d2b349b42f,2018-11-05T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
b954a4acbb,2018-07-02T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
ba5d8bbee2,2019-01-17T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
e245434235,2019-09-10T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
2b6eac7698,2019-06-11T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
40e31cb146,2018-10-31T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
7bb40c32be,2018-03-25T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
25ac2c182d,2018-06-22T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
f63155d72d,2018-06-30T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
19ab5ac7fd,2019-04-12T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
8d6cd70cbb,2018-05-18T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
a495bb539a,2019-11-21T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
cc9491a1fa,2018-02-18T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
e94d80a669,2019-05-24T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
b48997da8a,2018-04-18T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
d7876f38a6,2019-10-14T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
73d7ee55cc,2019-04-28T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
bf4b5bd463,2019-09-06T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
f184b9bdc2,2019-10-08T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
1026001351,2018-08-27T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
d229cd8140,2018-03-15T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
641200609f,2018-07-16T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
237cf57706,2018-02-02T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
f327180982,2018-06-02T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
5380efdd37,2019-05-24T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
4174bc4f03,2018-09-05T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
b145c0461a,2018-07-30T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
2c550c544b,2019-11-09T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
e750ff4e18,2018-04-23T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
300822840f,2019-10-30T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
84404adc00,2018-05-09T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
4e59ebc6fc,2019-11-18T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
56df73eb92,2019-02-25T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
c138c61681,2019-09-28T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
926b7646dc,2018-07-04T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
85fec1783b,2018-09-14T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
da93fe3134,2018-12-03T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
cf8d3edabc,2018-08-23T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.312Z
9901daeac2,2019-07-07T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
dc15158f6b,2019-04-04T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
e39855587e,2018-05-10T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
5c224f6cd3,2019-03-25T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
1871b12ca1,2019-11-21T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
f6600d1352,2019-06-03T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
be46235711,2019-06-22T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
ebb29e8ee9,2019-08-14T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
60957e1579,2018-03-03T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
374bf7bc59,2019-06-01T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
7f721b21c0,2018-02-18T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
9ad19a1013,2018-04-01T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
d8c2dc664d,2019-03-07T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
43cfe0b8bb,2019-04-24T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
4bc2517d0d,2018-04-19T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
45e5fe40a0,2018-03-15T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
0c078202b1,2018-07-03T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
ef515defa8,2018-06-12T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
f4e3e14ec0,2019-04-20T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
9e2164bb04,2018-07-13T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
865a21d398,2019-01-10T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
4945547f12,2019-02-13T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
e34b7b80ad,2019-03-31T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
4967244145,2019-04-26T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
68338a4705,2018-12-28T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
bcada5418c,2019-09-09T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
bc50883516,2018-03-16T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
8d707c0db5,2018-12-10T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
560b3b0d59,2018-03-27T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
73e190ac46,2018-06-13T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
e529033026,2018-08-14T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
a70e5fd806,2018-11-24T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
240c1df7f7,2019-08-11T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
5323d538c3,2018-08-24T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
bda643c13a,2019-01-21T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
255d5edfbf,2018-04-13T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
7e09fa35db,2018-05-31T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
6434e92220,2018-09-29T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
43894d2515,2019-06-18T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
8fbecf1ad8,2018-06-06T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
eeabc1f654,2018-07-18T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
1e1a3395da,2019-02-28T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
78ec71d49c,2018-11-28T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
400ef00b5c,2018-12-02T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
684005269f,2019-06-02T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
9fc5a7bf5c,2018-06-20T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
fcc6f2daa5,2019-01-29T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
c73fc1510b,2018-05-11T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
3f2a42c04f,2019-08-30T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
a35a14ae5f,2018-09-19T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
78ae48cf4b,2019-10-02T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
63f38d91bd,2018-08-28T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
af18b9b172,2018-05-21T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
9139f2fdca,2018-03-09T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
4e7cde6783,2019-08-20T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
2d53c979d1,2019-04-19T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
6fa4b685dd,2018-10-03T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
290283c8fe,2018-03-17T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
a50e0ae731,2019-02-03T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
b5aa139a13,2018-12-30T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
2649ad611d,2018-01-05T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
7afc377417,2019-03-31T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
63bc50c4b4,2018-04-28T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
7c0a875070,2018-02-17T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
c57cfbe584,2019-08-02T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
357ac3b655,2018-01-14T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
7b8130414e,2019-01-31T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
ac7a1977ce,2018-12-14T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
6bbc306459,2019-07-24T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
222cbe756a,2019-05-20T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
3484b92057,2018-04-13T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
38bb74c61c,2019-04-11T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
f96dbfd2fc,2019-11-21T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
01efaf458c,2018-06-28T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
cf3175afa1,2018-01-26T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
b464cc162f,2019-09-08T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
c94c3b5f96,2018-09-18T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
87c432b0cb,2018-08-21T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
a4df4756c6,2019-08-12T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
fc2861c22f,2018-07-09T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
a7959d3eaa,2019-05-04T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
d1220114fa,2019-10-27T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
db7ebee4e6,2019-10-09T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
9913aba781,2019-09-15T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
439e2a6d52,2019-01-27T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
5a60ff4f6a,2018-10-28T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
394acfa982,2019-04-12T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
d112f8168e,2019-01-01T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
8587535d3f,2019-05-17T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
17ebfcbafd,2019-11-11T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
b6f930051d,2019-03-17T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
551a8681a6,2019-02-22T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
015c5dd1c5,2019-02-01T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
083a074b5e,2019-05-04T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
76acda55f0,2018-06-18T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
b23ff23659,2018-06-29T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
63f1d35a70,2019-11-16T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
9a26dafc29,2018-12-22T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
7aa2e99b2d,2018-10-31T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
0e139e66a0,2019-08-05T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.314Z
3a46df7f37,2018-11-16T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
cefbe881f0,2018-06-18T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
4ebc9ce48a,2019-04-02T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
c92417b100,2018-12-21T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
69e3379665,2018-02-10T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
8a2b905447,2019-08-02T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
479768b63f,2019-07-11T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
6e5c2e50eb,2019-10-16T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
cd37aa7506,2019-01-01T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
eda46e2964,2018-03-02T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
2964df6708,2019-09-29T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
292e86c55b,2019-09-08T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
770bf900ac,2019-09-09T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
5acc9a6b9c,2019-08-12T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
8952a0977e,2019-11-07T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
3198ab5044,2019-07-14T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
6d1e5c107a,2018-05-08T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
8376cc44c5,2019-06-28T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
754072246b,2019-02-27T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
9b5a2046e0,2018-10-11T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
c383186e2f,2018-01-20T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
275d9bfa90,2018-08-25T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
1f0f5db1e3,2018-12-26T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
63edf79c5f,2019-08-14T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
294c94eb51,2018-09-03T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
03a23add68,2018-12-25T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
9f99b684e6,2018-02-03T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
19450b45bb,2018-04-03T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
74d7e4f6ad,2018-06-06T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
b285d36785,2019-11-21T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
9ee8d0822e,2019-05-12T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
871f5ae940,2019-08-30T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
eeaec25c7f,2018-12-19T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
55d3043e0c,2019-03-02T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
6e77b959b6,2018-10-23T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
31b32d5140,2018-01-24T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
9d066e75ac,2019-08-11T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
2bab831f3c,2018-11-28T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
e4881f8b8f,2019-08-28T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
f9a572ba06,2019-11-01T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
4590340048,2019-09-03T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
1f275b6496,2018-06-13T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
9a9f320157,2019-04-13T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
19e2a39058,2018-01-18T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
ece1e6d448,2018-11-29T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
55d43d167d,2018-10-20T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
039ee12626,2018-02-03T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
59ddba1b7a,2019-09-05T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
4f4db4e15b,2018-12-29T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
7bf5eea5be,2019-04-24T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
6487ea54f3,2018-05-12T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
1c1eb22ada,2018-03-31T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
d1253fd31b,2019-11-20T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
0e702738ac,2019-08-31T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
4bc74d0fc7,2019-08-05T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
58b15533eb,2019-02-18T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
df9ef4a434,2018-05-10T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
fd9441c219,2019-04-10T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
e051aadc74,2019-02-19T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
5805a7bc08,2018-03-21T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
d66be4cdd5,2018-12-07T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
53fd61605c,2019-01-24T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
82d1300e08,2019-10-06T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
4bb704ff66,2019-09-21T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
31927e703f,2018-05-17T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
5e333a6b80,2018-08-24T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
a8b8e5f696,2018-01-19T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
24663cd990,2018-04-03T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
8001f3f3bf,2018-06-15T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
48f66970b1,2018-06-12T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
8d71531331,2019-08-23T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
3a09bc4b47,2018-07-14T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
0cb8fe3220,2019-07-13T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
66adbf8767,2018-03-14T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
2fe5c4ddc6,2019-08-08T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
c21b4a8fbf,2018-05-04T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
